sample_size,rep,observed_correlation,p_value,significant,null_corr_threshold,null_corr_variance
1000,36,0.05441492003509984,0.0872,False,0.08937654996044474,0.0010124164563070513
1000,37,-0.018695053372906497,0.5544,False,0.0869725334617446,0.0009928220549741422
1000,38,0.0471682890522616,0.1396,False,0.0881705862383837,0.0009981862015740039
1000,39,0.061197194488688274,0.0574,False,0.0866705975043647,0.0010108594758872628
1000,40,0.0704625344265627,0.0248,False,0.08806820871809092,0.0010081324711794287
1000,41,0.02317491014827469,0.4804,False,0.08565270953391728,0.00098363292325275
1000,42,0.059856980541925474,0.0572,False,0.08932223659317902,0.0010128938044011448
1000,43,0.009696712631757157,0.7608,False,0.08831250192535166,0.000995701918101028
1000,44,0.054361635180050064,0.0856,False,0.08712619041383031,0.0009989906218478089
1000,45,0.07189962067371378,0.0216,False,0.08981544789129942,0.0009949848122303062
1000,46,0.005002760179736138,0.8722,False,0.08972606101158827,0.0010001483636870822
